pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
C00343459,,D000021829,American College of Radiology,20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000021829,N00026106,2024,schultz-debbie-wasserman
C00211318,,D000000131,Deloitte LLP,20000,20000,0,2024-05-21 00:00:00 +0000,6,x,x,0,D000000131,N00026106,2024,schultz-debbie-wasserman
"         ",,"          ",Florida Crystals,19800,0,19800,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000022219,Renaissance Technologies,19800,0,19800,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000085661,Gold Coast Florida Regional Center,16600,0,16600,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000073735,Rubenstein Law,16600,0,16600,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
C00286401,,D000000145,Seafarers International Union,16000,16000,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000044649,Amscot Financial,15250,0,15250,2024-05-21 00:00:00 +0000,13,x," ",0,D000044649,N00026106,2024,schultz-debbie-wasserman
C00039578,,D000000433,Council of Insurance Agents & Brokers,15000,15000,0,2024-05-21 00:00:00 +0000,14,x," ",0,D000000433,N00026106,2024,schultz-debbie-wasserman
C00387720,,D000022302,US-Cuba Democracy PAC,15000,15000,0,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
C00350744,,D000000085,Goldman Sachs,14200,1000,13200,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000032092,Braman Motorcars,13300,0,13300,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000034084,Global Petroleum,13300,0,13300,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,"          ",Airmatrix Inc,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000032153,Brown & Brown Insurance,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,"          ",Chewy,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000032870,Cordish Co,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000051527,Greenstreet Partners,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,"          ",Palmetto Alfa Romeo-Fiat,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000043724,Passion Growers,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000029530,Tudor Investment,13200,0,13200,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
,,,,,,,,,,,,,N00026106,2024,schultz-debbie-wasserman
C00064774,,D000000321,NextEra Energy,348825,37500,311325,2024-05-21 00:00:00 +0000,1,x," ",1,D000000321,N00001093,2024,schumer-charles-e
"         ",,D000021873,"Blackstone Group                        ",293916,0,293916,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00001093,2024,schumer-charles-e
"         ",,D000000769,"Paul, Weiss et al",229891,0,229891,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00001093,2024,schumer-charles-e
"         ",,D000067823,Alphabet Inc,212269,30000,182269,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00274431,,D000000348,UnitedHealth Group,197529,35000,162529,2024-05-21 00:00:00 +0000,5,x," ",3,D000000348,N00001093,2024,schumer-charles-e
"         ",,"          ",Newmark Group,194606,0,194606,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00100321,,D000071910,L3Harris Technologies,181554,45000,136554,2024-05-21 00:00:00 +0000,7,x," ",0,D000071910,N00001093,2024,schumer-charles-e
"         ",,D000000358,KKR & Co,178073,18500,159573,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00001093,2024,schumer-charles-e
"         ",,D000000109,Blue Cross/Blue Shield,175892,77500,98392,2024-05-21 00:00:00 +0000,9,x," ",6,D000000109,N00001093,2024,schumer-charles-e
C00033589,,D000000457,Corning Inc,170781,25000,145781,2024-05-21 00:00:00 +0000,10,x," ",1,D000000457,N00001093,2024,schumer-charles-e
C00227546,,D000000115,"Microsoft Corp                          ",169128,27000,142128,2024-05-21 00:00:00 +0000,11,x," ",0,D000000115,N00001093,2024,schumer-charles-e
C00040535,,D000000217,American Express,162726,35000,127726,2024-05-21 00:00:00 +0000,12,x," ",0,D000000217,N00001093,2024,schumer-charles-e
C00540518,,D000021890,Capital Group Companies,147450,37500,109950,2024-05-21 00:00:00 +0000,13,x," ",1,D000021890,N00001093,2024,schumer-charles-e
"         ",,D000000811,Kirkland & Ellis,144958,0,144958,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00303024,,D000000104,Lockheed Martin,140637,35000,105637,2024-05-21 00:00:00 +0000,15,x," ",2,D000000104,N00001093,2024,schumer-charles-e
"         ",,D000022217,Related Companies,135530,0,135530,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00397851,,D000024670,Centene Corp,130222,17500,112722,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00362707,,D000000374,"Cisco Systems                           ",129465,25000,104465,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00001093,2024,schumer-charles-e
C00248716,,D000000461,Comcast Corp,128320,40000,88320,2024-05-21 00:00:00 +0000,19,x," ",5,D000000461,N00001093,2024,schumer-charles-e
C00365122,,D000029689,Visa Inc,127103,37500,89603,2024-05-21 00:00:00 +0000,20,x," ",3,D000029689,N00001093,2024,schumer-charles-e
,,,,,,,,,,,,,N00001093,2024,schumer-charles-e
C90009945,,D000000763,Club for Growth,32150,0,32150,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000104981,Stenson Tamaddon,26400,0,26400,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00006460,2024,schweikert-david
C00384818,,D000025214,CVS Health,24100,17500,6600,2024-05-21 00:00:00 +0000,3,x," ",0,D000025214,N00006460,2024,schweikert-david
C00130773,,D000000755,National Multifamily Housing Council,15000,15000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000755,N00006460,2024,schweikert-david
"         ",,"          ",Energy Transfer Partners,14210,0,14210,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000000109,Blue Cross/Blue Shield,13500,10000,3500,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000102198,Brodie Generational Capital Partners,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000032899,Cottonwood Properties,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000033699,First Virtual Group,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000064305,Jm Eagle,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000073743,Marcus Foundation,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000035778,Melaleuca Inc,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000031011,Western National Group,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,"          ",Johnson International,12900,0,12900,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000044899,Hillwood Development,12617,0,12617,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00006460,2024,schweikert-david
C00608943,,"          ",Clearpath Action,11600,0,11600,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000088992,Synergi Partners,10800,0,10800,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00006460,2024,schweikert-david
"         ",,D000028874,Salt River Project,10250,10000,250,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006460,2024,schweikert-david
C00639229,,"          ",American Revival PAC,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
C00504530,,D000069888,Congressional Leadership Fund,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
C00477653,,D000000768,Cox Enterprises,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
C00467431,,D000070192,Eye of the Tiger PAC,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
C00428052,,D000027353,Majority Cmte PAC,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
C00546119,,"          ",Select Medical Corp,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00006460,2024,schweikert-david
,,,,,,,,,,,,,N00006460,2024,schweikert-david
C00502807,,D000074087,US Peanut PAC,17500,17500,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00032457,2024,scott-austin
"         ",,D000031179,Yancey Brothers,16500,0,16500,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00032457,2024,scott-austin
C00284885,,D000000419,Home Depot,15000,15000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000419,N00032457,2024,scott-austin
C00682617,,D000074352,National Pecan Federation,15000,15000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000074352,N00032457,2024,scott-austin
C00235036,,"          ",Zurich Insurance,12500,12500,0,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00032457,2024,scott-austin
C00477653,,D000000768,"Cox Enterprises                         ",11000,10000,1000,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00032457,2024,scott-austin
C00028787,,D000000252,National Cattlemen's Beef Assn,11000,11000,0,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00032457,2024,scott-austin
C00308478,,D000029615,"USA Rice Federation                     ",11000,11000,0,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00032457,2024,scott-austin
"         ",,"          ",WSR Insurance,10800,0,10800,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00032457,2024,scott-austin
C00034157,,D000000126,AFLAC Inc,10000,10000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000126,N00032457,2024,scott-austin
C00094573,,D000000582,Alabama Farmers Federation,10000,10000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000582,N00032457,2024,scott-austin
C00503680,,D000049867,Crop Insurance Professionals Assn,10000,10000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00032457,2024,scott-austin
C00374298,,D000027872,National Peanut Buying Points Assn,10000,10000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00032457,2024,scott-austin
C00279505,,D000028518,Rain & Hail Insurance Society,10000,10000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00032457,2024,scott-austin
C00144774,,D000000168,"Southern Co                             ",10000,10000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00032457,2024,scott-austin
C00214981,,D000022909,Texas Farm Bureau,10000,10000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00032457,2024,scott-austin
C00236489,,D000000186,Koch Industries,9500,9500,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000186,N00032457,2024,scott-austin
C00828806,,"          ",American Fruit & Vegetable PAC,8800,8800,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00032457,2024,scott-austin
C00340075,,"          ",BASF Corp,7500,7500,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00032457,2024,scott-austin
C00303024,,D000000104,Lockheed Martin,7500,7500,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000104,N00032457,2024,scott-austin
C00064766,,D000000081,United Parcel Service,7500,7500,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000081,N00032457,2024,scott-austin
,,,,,,,,,,,,,N00032457,2024,scott-austin
C00108209,,D000000335,Dominion Energy,22450,15000,7450,2024-05-21 00:00:00 +0000,1,x," ",0,D000000335,N00002147,2024,scott-bobby
C00028860,,D000000083,American Federation of Teachers,15000,15000,0,2024-05-21 00:00:00 +0000,2,x," ",0,D000000083,N00002147,2024,scott-bobby
C70000492,,D000000064,National Education Assn,12000,12000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000064,N00002147,2024,scott-bobby
"         ",,D000073007,American Healthcare Llc,11100,0,11100,2024-05-21 00:00:00 +0000,4,x," ",0,D000073007,N00002147,2024,scott-bobby
C00005157,,D000000218,Boilermakers Union,10000,10000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000218,N00002147,2024,scott-bobby
"         ",,D000033366,ECPI College of Technology,10000,0,10000,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00002147,2024,scott-bobby
C00412791,,D000021990,Forward Together PAC,10000,10000,0,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00002147,2024,scott-bobby
C00027342,,D000000069,International Brotherhood of Electrical Workers,10000,10000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000069,N00002147,2024,scott-bobby
C00007922,,D000000074,Laborers Union,10000,10000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000074,N00002147,2024,scott-bobby
C00002469,,D000000078,Machinists/Aerospace Workers Union,10000,10000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000078,N00002147,2024,scott-bobby
C00024521,,D000000065,American Assn for Justice,7500,7500,0,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00002147,2024,scott-bobby
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,7500,7500,0,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00002147,2024,scott-bobby
C00325092,,D000064813,Huntington Ingalls Industries,7000,7000,0,2024-05-21 00:00:00 +0000,13,x," ",0,D000064813,N00002147,2024,scott-bobby
"         ",,D000070430,Arnold Ventures,6600,0,6600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00002147,2024,scott-bobby
"         ",,"          ",Law Office of Don Scott PLLC,6600,0,6600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00002147,2024,scott-bobby
"         ",,D000036546,"Patten, Wornom et al                              ",6200,0,6200,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00002147,2024,scott-bobby
C00358903,,D000067129,American Assn of Nurse Practitioners,5000,5000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000067129,N00002147,2024,scott-bobby
C00010322,,D000000143,American Postal Workers Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00003632,,D000000302,Bricklayers Union,5000,5000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000302,N00002147,2024,scott-bobby
"         ",,D000087314,Chapman Development,5000,0,5000,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00002089,,D000000075,Communications Workers of America,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
"         ",,D000032840,Consumer Litigation Assoc,5000,0,5000,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
"         ",,"          ",Grenada,5000,0,5000,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00225342,,D000022103,McGuireWoods LLP,5000,5000,0,2024-05-21 00:00:00 +0000,17," ",x,0,D000022103,N00002147,2024,scott-bobby
C00005249,,D000000096,National Assn of Insurance & Financial Advisors,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00040998,,D000000080,National Auto Dealers Assn,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00370015,,D000022144,NelNet Inc,5000,5000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000022144,N00002147,2024,scott-bobby
C00029504,,D000000139,Operating Engineers Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00012476,,D000000120,Plumbers/Pipefitters Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C70001979,,D000000066,Teamsters Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C00064766,,D000000081,United Parcel Service,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
C70000666,,D000000102,United Steelworkers,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00002147,2024,scott-bobby
,,,,,,,,,,,,,N00002147,2024,scott-bobby
C00255752,,D000000199,American Society of Anesthesiologists,20000,20000,0,2024-05-21 00:00:00 +0000,1,x," ",0,D000000199,N00024871,2024,scott-david
C00076299,,D000023666,CME Group,20000,15000,5000,2024-05-21 00:00:00 +0000,1,x," ",0,D000023666,N00024871,2024,scott-david
C00003855,,D000027831,National Confectioners Assn,18500,17500,1000,2024-05-21 00:00:00 +0000,3,x," ",0,D000027831,N00024871,2024,scott-david
C00002972,,D000000153,National Rural Electric Cooperative Assn,18500,18500,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000153,N00024871,2024,scott-david
C00034157,,D000000126,AFLAC Inc,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000126,N00024871,2024,scott-david
C00014019,,D000023945,American Cotton Shippers Assn,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000023945,N00024871,2024,scott-david
C00039578,,D000000433,Council of Insurance Agents & Brokers,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000433,N00024871,2024,scott-david
C00126763,,D000000240,National Assn of Convenience Stores,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000240,N00024871,2024,scott-david
C00186064,,D000028398,PNC Financial Services,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000028398,N00024871,2024,scott-david
C00128512,,D000000103,JPMorgan Chase & Co,13000,13000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000103,N00024871,2024,scott-david
C00817395,,D000021983,Fifth Third Bancorp,12500,12500,0,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00024871,2024,scott-david
C00443168,,D000026637,Intercontinental Exchange Inc,12500,12500,0,2024-05-21 00:00:00 +0000,11,x," ",0,D000026637,N00024871,2024,scott-david
